frame,frame_id,time,L,A,B,C,H,S,r,g,b,M3,cluster
542,image_000542,271,21.39186551,24.73609205,22.01788282,33.11587196,41.6726721,83.99869637,89.74562887,33.89373423,19.79105469,69.64102486,Cluster  3
543,image_000543,271.5,17.87739174,25.87348617,20.18513195,32.81579426,37.95949979,87.8144405,81.41868801,24.80306166,15.38370014,65.34254036,Cluster  3
544,image_000544,272,15.33245102,24.28268897,17.78578228,30.0995448,36.22081903,89.10547907,72.85893778,20.82056757,13.16540884,54.88838975,Cluster  3
545,image_000545,272.5,13.00006303,22.20275019,15.45032891,27.04948065,34.83309415,90.1310881,64.55438184,17.90721005,10.88171548,43.18856988,Cluster  3
546,image_000546,273,11.86000359,20.77462051,13.86412188,24.97595637,33.71752528,90.33275946,60.06123246,16.94689474,10.60964571,30.34168313,Cluster  8
547,image_000547,273.5,11.35620327,19.65413286,12.52341195,23.30494536,32.50488913,89.89516898,57.44239515,17.03884013,11.89543105,26.97984621,Cluster  8
548,image_000548,274,11.11323712,18.86630345,11.79359549,22.24918007,32.0101109,89.46096845,55.9071348,17.30638413,12.6425328,25.93623791,Cluster  8
549,image_000549,274.5,11.35520085,17.86812614,11.2127111,21.09489418,32.10935428,88.05335884,55.29948384,18.75556164,14.46022342,24.67513744,Cluster  8
550,image_000550,275,8.881177079,15.47558882,8.351829012,17.58541131,28.35476378,89.26236471,46.56855581,15.78561778,12.68617326,20.9645885,Cluster  8
551,image_000551,275.5,5.412490651,9.73505316,4.369723105,10.67078512,24.17365416,89.1834849,33.00951547,11.65780058,9.535741888,14.91144293,Cluster  8
552,image_000552,276,2.363641658,3.689659879,1.446300383,3.962999117,21.40457541,85.88435509,17.97939624,5.606258572,5.264097096,8.465084333,Cluster  4
553,image_000553,276.5,0.152264462,0.609143385,-0.151094343,0.627602524,346.0692848,97.18081031,1.969402672,0.094962933,0.950559692,1.145102184,Cluster  4
554,image_000554,277,0,0,0,0,0,0,0,0,0,0,Cluster  4
555,image_000555,277.5,0,0,0,0,0,0,0,0,0,0,Cluster  4
556,image_000556,278,0,0,0,0,0,0,0,0,0,0,Cluster  4
557,image_000557,278.5,0,0,0,0,0,0,0,0,0,0,Cluster  4
558,image_000558,279,0,0,0,0,0,0,0,0,0,0,Cluster  4
559,image_000559,279.5,0,0,0,0,0,0,0,0,0,0,Cluster  4
560,image_000560,280,0,0,0,0,0,0,0,0,0,0,Cluster  4
561,image_000561,280.5,0,0,0,0,0,0,0,0,0,0,Cluster  4
562,image_000562,281,0,0,0,0,0,0,0,0,0,0,Cluster  4
563,image_000563,281.5,0,0,0,0,0,0,0,0,0,0,Cluster  4
564,image_000564,282,55.93111086,41.61048629,29.10107474,50.77699969,34.96776195,67.21691477,210.3610304,101.5537909,85.88510976,73.69626531,Cluster  5
565,image_000565,282.5,55.92768933,41.60638063,29.09701889,50.77131074,34.96666656,67.21504039,210.3441719,101.549195,85.88368039,73.68978681,Cluster  5
566,image_000566,283,55.92734233,41.6099969,29.08940789,50.76991304,34.95728888,67.21425458,210.3458809,101.5450981,85.89637939,73.69733269,Cluster  5
567,image_000567,283.5,55.9280133,41.60524592,29.08959898,50.7661288,34.96053791,67.21106578,210.3416872,101.5515903,85.89732281,73.69725675,Cluster  5
568,image_000568,284,55.92601787,41.61053454,29.087797,50.76943072,34.95545126,67.21477716,210.3421538,101.541194,85.89604702,73.69887536,Cluster  5
569,image_000569,284.5,55.92673463,41.60994184,29.08691741,50.76844099,34.9550209,67.21358656,210.343308,101.5437066,85.89926089,73.69143079,Cluster  5
570,image_000570,285,55.92821041,41.60719145,29.0870522,50.76626402,34.95692404,67.21103406,210.3441789,101.5503013,85.90237596,73.69600737,Cluster  5
571,image_000571,285.5,55.97468812,41.54229017,29.02764409,50.67903485,34.94391803,67.11701002,210.3833665,101.7397763,86.11307684,73.5696841,Cluster  5
572,image_000572,286,55.98137835,41.50701072,29.02524378,50.64874428,34.96455136,67.09054736,210.3563492,101.7925879,86.13085794,73.54841334,Cluster  5
573,image_000573,286.5,55.97929368,41.50599304,29.02710062,50.64897443,34.96693248,67.09208883,210.3491874,101.7880602,86.12253925,73.55534559,Cluster  5
574,image_000574,287,52.10375961,45.82133717,29.67641733,54.59196847,32.92933347,72.34002281,204.3531935,87.03739321,76.09460151,70.89250539,Cluster  5
575,image_000575,287.5,52.14468861,45.92589971,29.69901037,54.69202693,32.8896529,72.3760803,204.6168138,87.02637545,76.15994832,71.01005715,Cluster  5
576,image_000576,288,52.19498767,46.04953845,29.69261464,54.79242352,32.81383084,72.40605071,204.926593,87.02008086,76.29875014,71.1624705,Cluster  5
577,image_000577,288.5,52.18474177,46.0434199,29.68269601,54.7819065,32.8085802,72.40620083,204.8852127,87.00051731,76.29124782,71.15689059,Cluster  5
578,image_000578,289,52.154581,45.9823914,29.64993331,54.71286127,32.81437202,72.38266845,204.7076028,86.99165723,76.27204355,71.04922128,Cluster  5
579,image_000579,289.5,52.11484859,45.89922804,29.61829422,54.62582555,32.83375246,72.35406267,204.4728288,86.98236553,76.22669766,70.91019363,Cluster  5
580,image_000580,290,52.11479362,45.89915439,29.6173155,54.625233,32.83293178,72.35372506,204.4723367,86.98236005,76.22824795,70.91981144,Cluster  5
581,image_000581,290.5,52.15273247,46.00172879,29.65367021,54.7311386,32.80668944,72.39539809,204.7275594,86.96475874,76.2627208,71.0812082,Cluster  5
582,image_000582,291,52.17794798,46.04089171,29.66656507,54.77104265,32.79583041,72.40385381,204.8574819,86.9863734,76.30284386,71.13066453,Cluster  5
583,image_000583,291.5,55.32638272,37.29729791,23.25645196,43.95395058,31.94531678,62.20408757,201.1205076,104.4777623,94.26431598,73.17318502,Cluster  5
584,image_000584,292,55.33077002,37.28949286,23.27357138,43.95638959,31.96963491,62.2031797,201.1283181,104.4953124,94.24504147,73.22621974,Cluster  5
585,image_000585,292.5,55.32891286,37.28892714,23.27708831,43.9577719,31.97391412,62.20565894,201.1231403,104.4908335,94.23444951,73.24560514,Cluster  5
586,image_000586,293,55.31352095,37.2880055,23.27319889,43.95493059,31.97024954,62.21380399,201.0750533,104.4521866,94.20372993,73.17929652,Cluster  5
587,image_000587,293.5,54.65537834,37.05002108,22.97928845,43.59759807,31.80817816,62.35893396,198.7145859,102.993343,93.0988231,72.26749295,Cluster  5
588,image_000588,294,58.08854451,39.37008478,28.89575132,48.83612106,36.27690347,64.35145047,213.8422691,109.375222,91.29712898,73.06613453,Cluster  5
589,image_000589,294.5,58.08153085,39.38481201,28.90754163,48.85496986,36.27783117,64.37055083,213.8442135,109.3422896,91.26039809,73.16395698,Cluster  5
590,image_000590,295,58.10889192,39.44464048,28.88514869,48.88998029,36.21518806,64.37980144,214.0010325,109.3580459,91.37020028,73.10713914,Cluster  5
591,image_000591,295.5,58.04234615,39.61229303,28.90271742,49.03569637,36.11601243,64.53510185,214.0303475,109.0238292,91.18931812,73.04008924,Cluster  5
592,image_000592,296,58.06390964,39.57225152,28.86984816,48.98397606,36.11256038,64.4813643,214.0324515,109.1200842,91.29663482,73.10819985,Cluster  5
593,image_000593,296.5,57.98705837,39.60983082,28.83480765,48.99370894,36.05355439,64.53873074,213.8409474,108.8856987,91.1743277,73.08965566,Cluster  5
594,image_000594,297,25.56759695,25.55017134,0.336637381,25.55237746,0.754867866,70.68961999,95.63859891,43.95569316,60.86767385,29.27435418,Cluster  3
595,image_000595,297.5,25.53635949,25.55521984,0.378862081,25.55801658,0.84936962,70.74064055,95.58246689,43.87611358,60.73555349,29.32263452,Cluster  3
596,image_000596,298,25.58991427,25.70016771,0.417680514,25.70355006,0.931100734,70.86715404,95.91125472,43.8662601,60.80353407,29.5301404,Cluster  3
597,image_000597,298.5,25.61893181,25.63008468,0.388419788,25.63301623,0.868250392,70.73010432,95.88783317,43.99784051,60.90924614,29.44086573,Cluster  3
598,image_000598,299,25.610493,25.62882807,0.403860061,25.63199839,0.902802983,70.74034472,95.87109356,43.97833202,60.86749981,29.46792283,Cluster  3
599,image_000599,299.5,25.61229617,25.63270088,0.399447029,25.63580158,0.892804741,70.74309984,95.87861257,43.97937672,60.87819201,29.46919282,Cluster  3
600,image_000600,300,25.6077553,25.63187055,0.401919586,25.63501,0.898359299,70.74827435,95.86704283,43.96950102,60.86433346,29.47660714,Cluster  3
601,image_000601,300.5,25.60775041,25.62912806,0.396208213,25.63217893,0.885690314,70.74437829,95.86136359,43.97241077,60.87265017,29.46702171,Cluster  3
602,image_000602,301,25.61048289,25.66089136,0.365760419,25.66348642,0.816625131,70.78373322,95.89466299,43.95284918,60.92483369,29.24605574,Cluster  3
603,image_000603,301.5,2.483222341,-2.29757897,-1.793911387,2.914959007,217.9821237,76.12291494,1.009236001,10.9947139,13.0533869,4.090024873,Cluster  4
604,image_000604,302,2.484715756,-2.29990069,-1.789811099,2.914269338,217.8904926,76.09608555,1.013340478,11.00120647,13.04945546,4.044730071,Cluster  4
605,image_000605,302.5,2.48608609,-2.301502968,-1.787033958,2.913829972,217.828047,76.07358931,1.017351671,11.00686184,13.04789983,4.009034434,Cluster  4
606,image_000606,303,2.486330089,-2.302241916,-1.785725662,2.913611643,217.7988141,76.06804227,1.017818089,11.0081293,13.04592676,3.993688941,Cluster  4
607,image_000607,303.5,2.486524387,-2.303119785,-1.78402544,2.913263864,217.7618103,76.061711,1.018191223,11.00929223,13.04298596,3.969110651,Cluster  4
608,image_000608,304,2.49656135,-2.311395324,-1.771940181,2.912442135,217.4741551,75.92330948,1.04710913,11.04885607,13.0487537,3.683683183,Cluster  4
609,image_000609,304.5,10.89717338,-0.95349467,2.787562147,2.946127867,108.8834666,26.09870941,29.56226815,29.52854884,25.48711601,36.78676644,Cluster  4
610,image_000610,305,35.0287978,-3.791959016,15.54569199,16.00148911,103.7081187,41.55089565,85.62385678,83.42483552,57.48709843,77.46670906,Cluster  6
611,image_000611,305.5,31.1915909,0.221082563,15.53991653,15.54149249,89.18494954,44.59665548,82.39192607,72.49172272,49.13815729,85.44309676,Cluster  6
612,image_000612,306,2.495146359,-2.311293732,-1.77165692,2.912189176,217.4709482,75.93874536,1.042538235,11.0438876,13.04380093,3.677298353,Cluster  4
613,image_000613,306.5,2.500627138,-2.311401214,-1.77265547,2.912882049,217.4852506,75.87581176,1.061101666,11.06290561,13.06278531,3.677298353,Cluster  4
614,image_000614,307,17.62522937,-0.488747833,8.845302288,8.858797474,93.16269693,44.90855356,47.31173514,42.99419647,30.54044404,64.42351113,Cluster  8
615,image_000615,307.5,89.57362797,-0.268562508,52.93678546,52.93747601,90.29069404,50.87834705,255,222.3613297,122.2586279,127.1114143,Cluster  9
616,image_000616,308,38.07718614,27.65492397,27.72198219,39.15740725,45.06940525,71.69263988,139.9368694,69.85988401,45.97381971,84.86799067,Cluster  5
617,image_000617,308.5,38.2971306,28.5262997,24.96299701,37.90646842,41.1887749,70.34724864,141.0149405,69.7532715,51.15516139,78.29637513,Cluster  5
618,image_000618,309,38.81024196,29.67139474,28.83974976,41.37779811,44.1857073,72.93739502,144.7259039,69.80760393,45.85907513,87.21615688,Cluster  5
619,image_000619,309.5,37.73617671,27.92350035,25.63178331,37.90395202,42.54973932,70.86734256,138.8480615,68.89901551,48.75305414,80.00514013,Cluster  5
620,image_000620,310,37.96779153,28.79184827,28.59271296,40.57724914,44.8011966,73.01957066,141.204391,68.56834764,44.34127544,86.38380685,Cluster  5
621,image_000621,310.5,38.38210062,29.37958528,26.27632083,39.41578867,41.80862697,71.64387315,142.6045857,69.1448117,49.21850438,81.65847522,Cluster  5
622,image_000622,311,36.32193399,30.66457734,29.44872393,42.51520862,43.84131407,76.03130637,138.9621363,62.8639537,39.41423647,88.16352057,Cluster  5
623,image_000623,311.5,57.85499032,33.54142074,49.12247773,59.48146043,55.6742896,71.68395196,209.9851611,113.2020774,52.22824317,121.2229757,Cluster  9
624,image_000624,312,58.22019656,32.4070264,49.45512367,59.12718578,56.76393976,71.25507716,209.6581265,115.1146716,52.28523253,121.0863746,Cluster  9
625,image_000625,312.5,56.88734808,34.11329226,49.22989759,59.89406408,55.28044305,72.50720239,207.7896109,110.2074767,49.68824364,120.668603,Cluster  9
626,image_000626,313,58.10365683,32.54443192,49.39330159,59.15097432,56.61979423,71.33941739,209.4726629,114.6987213,52.14520981,121.0058162,Cluster  9
627,image_000627,313.5,56.96097541,33.93360416,49.25419299,59.81190864,55.43518024,72.41545179,207.7831347,110.5548282,49.79499358,120.5603948,Cluster  9
628,image_000628,314,57.97475869,32.71057609,49.4651237,59.30244275,56.5239309,71.50660261,209.3115282,114.221551,51.69514672,120.7976216,Cluster  9
629,image_000629,314.5,56.95487168,33.99274311,49.23030109,59.8258182,55.37555817,72.42714985,207.838151,110.4876332,49.83833505,120.4960686,Cluster  9
630,image_000630,315,58.22838931,32.74604114,49.06346118,58.98750618,56.27999809,71.16712189,210.0630359,114.8565394,53.17404447,121.7697422,Cluster  9
631,image_000631,315.5,58.3428106,32.06219833,49.09147658,58.63409524,56.85101547,70.88653299,209.5072016,115.7375711,53.31323155,120.6586487,Cluster  9
632,image_000632,316,58.06438761,32.93941272,49.10057355,59.12588838,56.14410225,71.34824101,209.8243315,114.2659993,52.71549997,121.7583345,Cluster  9
633,image_000633,316.5,58.23219256,32.15961142,49.03674971,58.64164828,56.74208917,70.95796811,209.2884518,115.3715413,53.16732254,120.6453258,Cluster  9
634,image_000634,317,58.01150701,33.03168688,49.14223836,59.21191914,56.0924143,71.43103464,209.7924062,114.048526,52.50884057,121.7786342,Cluster  9
635,image_000635,317.5,59.17637195,32.01680261,49.27754954,58.76522807,56.98727674,70.46375059,212.0342571,117.916861,54.97552182,121.9552345,Cluster  9
636,image_000636,318,57.66561371,34.28799394,49.22395357,59.98886151,55.14006002,72.0929006,210.4098862,112.053668,51.64184872,121.9865598,Cluster  9
637,image_000637,318.5,59.11107821,32.11952352,49.33142139,58.86639462,56.93200602,70.56387114,211.9818374,117.6591368,54.71351808,121.869903,Cluster  9
638,image_000638,319,57.86119358,34.03015537,49.21803191,59.83699127,55.33940421,71.88756658,210.6689043,112.7853594,52.1037202,122.1035137,Cluster  9
639,image_000639,319.5,59.07876471,32.18387426,49.31384123,58.88680823,56.87020246,70.59552022,211.9656546,117.5214678,54.67841934,121.8540614,Cluster  9
640,image_000640,320,57.94997606,33.52065565,49.08436934,59.43827957,55.67010562,71.60142454,210.2422828,113.4659501,52.5399056,120.9421279,Cluster  9
641,image_000641,320.5,74.44714414,9.932729662,52.54532127,53.47588689,79.29561225,58.33986366,227.3463607,174.2467231,84.33541904,122.6284665,Cluster  9
642,image_000642,321,74.62959048,8.973938028,51.91417756,52.68409616,80.19273145,57.67152186,226.229638,175.3826763,86.04907387,122.0898246,Cluster  9
643,image_000643,321.5,75.01507374,9.489293938,53.2313939,54.0705891,79.89236554,58.47300733,228.5619987,176.0436675,84.30422897,123.0941408,Cluster  9
644,image_000644,322,76.91777588,7.403710428,51.33633457,51.86747357,81.79342673,55.90875218,230.4499093,182.6035798,93.02356641,120.5642472,Cluster  9
645,image_000645,322.5,74.12441152,8.78532368,50.2432019,51.0055076,80.0817838,56.68681724,223.9342634,174.200619,88.22236868,121.0130336,Cluster  9
646,image_000646,323,87.06350057,-0.023094906,55.73807936,55.73809353,90.02375904,53.91734469,250.3079172,215.0621549,109.6944437,125.3013985,Cluster  9
647,image_000647,323.5,86.97953586,-0.318732988,54.7095191,54.71045692,90.33381537,53.24338317,249.1971722,215.0447651,111.6354608,124.3228743,Cluster  9
648,image_000648,324,85.30236606,1.967501312,55.79358943,55.8282783,87.98038174,54.7617972,248.3200683,208.9199848,105.0756068,127.3327289,Cluster  9
649,image_000649,324.5,85.00142013,2.443357042,57.79699545,57.84862742,87.57929207,56.26269431,248.8465027,207.7186718,99.99575819,127.4943267,Cluster  9
650,image_000650,325,62.48371067,14.62611106,45.45140627,47.74676607,72.162021,60.71700471,196.906654,139.7365975,69.18789714,121.3669355,Cluster  9
651,image_000651,325.5,59.86985344,16.62023773,45.11579858,48.07980566,69.77669836,62.61544652,192.0049396,131.6352735,63.59720686,122.0517787,Cluster  9
652,image_000652,326,62.13606678,14.7083791,44.96084134,47.3055374,71.88515966,60.57496402,195.8774457,138.7961452,69.32339009,121.8917702,Cluster  9
653,image_000653,326.5,57.75927129,17.11311514,43.07505053,46.3499596,68.33279125,62.58679589,186.0215411,125.9547058,62.56736269,120.9271848,Cluster  9
654,image_000654,327,17.70585395,16.91909144,7.731733436,18.60201848,24.55960522,72.43392162,68.56352656,33.11075042,32.99167855,71.47902011,Cluster  8
655,image_000655,327.5,17.75109159,16.98550283,7.711313236,18.65399129,24.41777549,72.44212723,68.74256757,33.15886652,33.11594898,71.51030838,Cluster  8
656,image_000656,328,17.75774796,17.02655862,7.756066639,18.70989042,24.49059315,72.53215909,68.8189903,33.13986571,33.06813134,71.68688267,Cluster  8
657,image_000657,328.5,17.85566018,17.29693994,7.850533109,18.99512373,24.41181356,72.86229681,69.39269873,33.14055544,33.14676818,72.50369996,Cluster  8
658,image_000658,329,17.67409657,16.7933723,7.666559518,18.46058574,24.5378057,72.23262001,68.32365622,33.14026786,33.01331941,70.8393434,Cluster  8
659,image_000659,329.5,17.99750638,17.43401226,8.001754694,19.18261145,24.65390311,72.92751883,69.93873438,33.33219151,33.22932636,73.150967,Cluster  8
660,image_000660,330,37.05983412,23.6493771,15.12266099,28.07111316,32.59702073,60.37959055,128.7648872,71.33874013,64.04497895,67.39359646,Cluster  3
661,image_000661,330.5,41.48839677,27.57490456,19.57319182,33.8154481,35.36788106,63.17861885,147.3382994,78.56050249,67.17663614,74.25711149,Cluster  5
662,image_000662,331,27.97826978,24.86081423,18.91532821,31.23858551,37.26568171,74.49099224,106.8671865,48.91505258,38.21365209,90.39468694,Cluster  3
663,image_000663,331.5,30.37541374,35.38739273,26.70036846,44.33030938,37.0351724,82.49241688,127.0607718,43.56538457,31.68732814,90.0871027,Cluster  3
664,image_000664,332,34.11826734,40.36493005,32.29520365,51.69435774,38.6626491,83.4609447,144.3925996,46.60101041,30.6940743,88.26486276,Cluster  5
665,image_000665,332.5,20.05547571,15.97084064,5.919845032,17.03267633,20.33804278,64.73288896,72.54900844,38.94847448,40.40809161,61.91384783,Cluster  8
666,image_000666,333,15.0317322,9.380162323,1.706114814,9.534052921,10.30859575,53.56115047,51.24321133,32.84359183,35.63078073,52.60269714,Cluster  8
667,image_000667,333.5,15.66499249,9.584081516,3.269612168,10.12644424,18.8371144,54.28836083,53.58663866,33.94673965,34.77590556,61.75094537,Cluster  8
668,image_000668,334,29.79356074,39.92742286,27.35153607,48.39736025,34.41238442,85.15752682,130.5859941,36.06256593,29.84664607,86.79717126,Cluster  3
669,image_000669,334.5,28.63974479,38.33421786,25.7860023,46.19988214,33.92727304,84.99371216,125.2668728,35.38050577,29.82590679,89.01618665,Cluster  3
670,image_000670,335,28.6578477,39.20455545,26.60547858,47.37982225,34.16210221,85.56553209,126.4027313,34.12541605,28.62749793,88.63715758,Cluster  3
671,image_000671,335.5,27.66525295,38.28931774,25.5406565,46.02603536,33.70504772,85.70848835,122.395396,32.88127782,28.20130824,85.23309122,Cluster  3
672,image_000672,336,27.30229442,37.99913318,24.9167057,45.43979864,33.25358518,85.71730314,120.9497262,32.37578105,28.42124466,85.36913032,Cluster  3
673,image_000673,336.5,25.08426988,36.88257501,25.08532509,44.60489779,34.22121665,87.16254837,113.4649771,28.11622176,23.51833713,67.46677748,Cluster  3
674,image_000674,337,26.52538806,37.64771632,27.03035382,46.34640845,35.67765643,86.79063222,118.6469655,30.71591276,23.38461479,65.20473944,Cluster  3
675,image_000675,337.5,24.9372448,36.50348955,25.37123111,44.45450679,34.8007013,87.21484522,112.6791421,28.28080699,22.72392133,62.96458429,Cluster  3
676,image_000676,338,23.62246154,36.62439871,24.53392008,44.08240994,33.81732332,88.14226383,108.9909706,24.58818251,21.42496661,63.21709794,Cluster  3
677,image_000677,338.5,20.82996083,24.18460529,2.40173379,24.30355829,5.671366118,75.92822054,82.8446142,34.27195223,47.40326238,67.26975862,Cluster  3
678,image_000678,339,20.87007866,24.20872432,2.386538564,24.32606392,5.630137699,75.89610149,82.96760668,34.34116599,47.51227542,67.33765076,Cluster  3
679,image_000679,339.5,20.90838713,24.20276232,2.372554183,24.31876238,5.59872706,75.827377,83.05164175,34.43385351,47.6145645,67.24427627,Cluster  3
680,image_000680,340,20.9557063,24.24688859,2.325915284,24.35818081,5.479419122,75.80671342,83.20469005,34.50341533,47.78487279,67.27850276,Cluster  3
681,image_000681,340.5,20.9292511,24.24137803,2.304790385,24.3506869,5.431178654,75.83751207,83.12448078,34.45065099,47.75782569,67.1917036,Cluster  3
682,image_000682,341,20.9807073,24.29090014,2.277373302,24.39741261,5.356072662,75.82015666,83.3010286,34.52304624,47.90983322,67.25820989,Cluster  3
683,image_000683,341.5,20.90772593,24.26448875,2.305601058,24.37377063,5.427933735,75.90115167,83.0976671,34.38094324,47.71113443,67.07188531,Cluster  3
684,image_000684,342,23.59035637,28.18967976,16.72872281,32.77968248,30.68636647,81.16636245,98.44515547,35.7326997,32.60583704,77.76530177,Cluster  3
685,image_000685,342.5,23.57379521,28.15900021,16.50007379,32.6371123,30.36865546,81.06491665,98.31962333,35.73825724,32.91119034,77.057045,Cluster  3
686,image_000686,343,23.62874776,28.14815616,16.59920919,32.67800197,30.52823702,81.0349875,98.47492829,35.87241906,32.87562157,77.29483468,Cluster  3
687,image_000687,343.5,23.77964902,28.71247515,16.7808327,33.25660723,30.3039119,81.3444939,99.54320329,35.62442911,32.95181893,77.50451619,Cluster  3
688,image_000688,344,25.737532,28.66061988,19.48339752,34.65592694,34.20776028,80.28200062,105.3039995,40.12816501,32.89887527,85.96728625,Cluster  3
689,image_000689,344.5,22.98900388,24.83782358,9.07013318,26.44209263,20.06090802,75.46637142,91.2160237,38.0754128,42.43427368,74.73711726,Cluster  3
690,image_000690,345,21.31588837,26.81286928,9.088525902,28.31131686,18.72468758,79.88825067,89.13567772,32.33973069,38.98094638,56.90069782,Cluster  3
691,image_000691,345.5,21.68387337,27.00989135,8.502998174,28.31668408,17.47456621,79.39525765,90.15045984,33.02747849,40.6030651,56.56417007,Cluster  3
692,image_000692,346,13.77447026,23.92417698,-11.49526132,26.54254797,334.3363075,88.75950147,59.29140341,20.23260826,51.51188195,42.95530931,Cluster  1
693,image_000693,346.5,13.94274861,24.8038847,-10.92975614,27.10519891,336.2194555,88.92486552,61.03131002,19.60454514,51.12308253,45.71719362,Cluster  1
694,image_000694,347,14.25450697,24.93454742,-10.28602739,26.97282979,337.5828166,88.41295868,62.25927792,20.07795653,50.92255966,44.75567219,Cluster  1
695,image_000695,347.5,14.27745125,25.25170104,-10.01533004,27.16532277,338.3657305,88.51878192,62.82236406,19.74840037,50.60739216,45.42596812,Cluster  1
696,image_000696,348,21.8806684,27.8987373,10.30155679,29.73988859,20.26658947,80.54815748,92.13090529,32.43650731,38.46903016,75.25335051,Cluster  3
697,image_000697,348.5,21.96446956,28.25894327,10.53968822,30.16044176,20.45393397,80.83584812,92.8110299,32.2322061,38.31876295,75.83523406,Cluster  3
698,image_000698,349,21.81530366,28.41746584,10.60857679,30.33304478,20.47121547,81.18449876,92.61323552,31.70688765,37.91675465,75.42322069,Cluster  3
699,image_000699,349.5,22.00973443,29.37535813,10.98326405,31.36148998,20.50047415,81.85361528,94.27714863,31.08072498,37.83146013,76.16147338,Cluster  3
700,image_000700,350,16.49496784,25.17602518,-3.315650227,25.39340979,352.4974007,83.86057501,71.10697274,24.06016043,46.15680701,50.71144345,Cluster  3
701,image_000701,350.5,17.07899985,25.71568733,-2.520046766,25.83885963,354.4030907,83.42328745,73.46226194,24.73800525,46.32443526,53.26697118,Cluster  3
702,image_000702,351,16.63577687,25.59565485,-2.762325628,25.7442703,353.8403886,83.99015073,72.14490119,23.8801999,45.70535834,52.97051985,Cluster  3
703,image_000703,351.5,22.62451564,33.58352948,14.91861569,36.74802951,23.95196587,85.15512862,101.3950307,27.08430611,33.64287891,75.51360528,Cluster  3
704,image_000704,352,22.13792199,33.22983954,14.2840362,36.16980881,23.2607435,85.29232954,99.56588363,26.3742896,33.54593563,73.46562625,Cluster  3
705,image_000705,352.5,21.74323546,33.07174978,14.46390279,36.09631936,23.62214085,85.65970485,98.36425925,25.57248024,32.46902437,73.82324036,Cluster  3
706,image_000706,353,22.17734108,33.93025038,14.88814355,37.05290572,23.6912447,85.80482001,100.5494213,25.44842879,32.79483977,73.81893613,Cluster  3
707,image_000707,353.5,21.94621555,34.25287907,15.49443106,37.59436422,24.33983028,86.36171625,100.3842467,24.33022235,31.4651266,73.62246142,Cluster  3
708,image_000708,354,22.06900297,34.73096781,15.67998202,38.10644356,24.29775356,86.53536033,101.2667875,23.9239441,31.47712455,73.7840988,Cluster  3
709,image_000709,354.5,22.12807936,35.27917331,16.2318599,38.83416539,24.70705779,86.88484151,102.1172123,23.19358007,30.83174368,74.4821986,Cluster  3
710,image_000710,355,22.22488059,35.77207023,16.44805544,39.37230713,24.69306408,87.08377459,102.9490596,22.65378851,30.74742737,74.9203077,Cluster  3
711,image_000711,355.5,16.56954827,29.15624829,19.16003782,34.88829669,33.31094771,90.33014889,81.2374393,17.62374105,14.28651802,79.18630253,Cluster  3
712,image_000712,356,16.58479664,29.17669223,19.15474395,34.90247795,33.28525417,90.32160967,81.29704844,17.63377255,14.33925835,79.21781624,Cluster  3
713,image_000713,356.5,16.58526729,29.1732951,19.15512426,34.89984691,33.28883688,90.3198832,81.29487463,17.63979096,14.33944855,79.21725106,Cluster  3
714,image_000714,357,16.5835007,29.17322988,19.15412721,34.89924515,33.28752734,90.32136868,81.290046,17.63544948,14.33667868,79.21429599,Cluster  3
715,image_000715,357.5,14.30929198,29.31199013,17.63138863,34.20611062,31.02725136,92.25326339,75.31871665,11.49243533,10.84027886,77.06731705,Cluster  3
716,image_000716,358,28.17558241,33.57352529,14.62184055,36.61937891,23.53396059,79.25525236,116.4710753,40.93461862,45.73003526,75.3861841,Cluster  3
717,image_000717,358.5,28.20832923,33.61493131,14.5779839,36.63987323,23.4452301,79.23750363,116.5978879,40.97020888,45.86876891,75.05052926,Cluster  3
718,image_000718,359,28.21619083,33.60173122,14.60046472,36.63671655,23.48569852,79.22674433,116.6097073,41.00314946,45.85100054,75.4404548,Cluster  3
719,image_000719,359.5,44.48586668,14.47992318,34.95752101,37.8377652,67.4999626,64.78946815,142.5963768,94.92575083,46.47356392,98.27376873,Cluster  9
720,image_000720,360,44.39160327,14.28095695,34.78457136,37.60202341,67.67920924,64.63417866,142.0274502,94.83454563,46.5627495,97.79337159,Cluster  9
721,image_000721,360.5,44.25112219,13.98324175,34.53650696,37.25991675,67.95783978,64.40933834,141.1800953,94.69846986,46.67684254,96.92319242,Cluster  9
722,image_000722,361,44.22899742,13.86052699,34.18024135,36.88364325,67.92683778,64.04522684,140.8692351,94.73730345,47.28016806,96.47912123,Cluster  9
723,image_000723,361.5,44.12837022,13.59595045,33.77978973,36.41324068,68.07584472,63.64592174,140.1387385,94.68012827,47.76962132,95.63908347,Cluster  9
724,image_000724,362,44.03847256,13.36820266,33.49832307,36.06725007,68.24452536,63.3614133,139.5153789,94.62038854,48.06434939,95.09428369,Cluster  9
725,image_000725,362.5,43.95652712,13.06543469,33.24051108,35.71606364,68.54234024,63.06073366,138.8180747,94.62749215,48.32651206,94.3458303,Cluster  9
726,image_000726,363,43.88559127,12.77484309,32.98758736,35.37481565,68.83052594,62.75719255,138.1678458,94.65236079,48.60517772,93.77375334,Cluster  9
727,image_000727,363.5,43.76860327,12.33263138,32.40922565,34.67638614,69.16678235,62.09917687,137.1025413,94.67322339,49.36075804,92.37756116,Cluster  9
